WrkRef;CNC;DIS_PsfFile;DIS_CfgFile;PrdRefDst;Extension
RIDDER Waricut / Sinumerik 840D;1913;pstrid01.exe;pstrid01.se1;Pieza_prueba_Maxwell;.CNC
RIDDER Waricut / Sinumerik 840D;1914;pstrid01.exe;pstrid01.se1;Pieza_prueba_Maxwell_2;.CNC
RIDDER Waricut / Sinumerik 840D;1915;pstrid01.exe;pstrid01.se1;DXFPART7;.CNC
RIDDER Waricut / Sinumerik 840D;1916;pstrid01.exe;pstrid01.se1;DXFPAR0105;.CNC
AC-255;1;pstama02.exe;pstama02.se2;Pieza_prueba_Maxwell_2;.NC
AC-255;2;pstama02.exe;pstama02.se2;DXFPART7;.NC
AC-255;3;pstama02.exe;pstama02.se2;DXFPAR0105;.NC
ACL2000/3000 Plasma;4;pstAcl01.exe;pstAcl01.se1;Pieza_prueba_Maxwell;.CNC
ACL2000/3000 Plasma;5;pstAcl01.exe;pstAcl01.se1;Pieza_prueba_Maxwell_2;.CNC
ACL2000/3000 Plasma;6;pstAcl01.exe;pstAcl01.se1;DXFPART7;.CNC
ACL2000/3000 Plasma;7;pstAcl01.exe;pstAcl01.se1;DXFPAR0105;.CNC
Adige LC5 Fiber CP3015 6kW;33;pstadi02.exe;pstadi02.se8;Pieza_prueba_Maxwell;.SPF
Adige LC5 Fiber CP3015 6kW;34;pstadi02.exe;pstadi02.se8;Pieza_prueba_Maxwell_2;.SPF
Adige LC5 Fiber CP3015 6kW;35;pstadi02.exe;pstadi02.se8;DXFPART7;.SPF
Adige LC5 Fiber CP3015 6kW;36;pstadi02.exe;pstadi02.se8;DXFPUNC0;.SPF
Adige LC5 Fiber CP3015 6kW;37;pstadi02.exe;pstadi02.se8;DXFPAR0105;.SPF
Adige LT9 CO2 CP3015;38;pstadi02.exe;pstadi02.se6;Pieza_prueba_Maxwell;.SPF
Adige LT9 CO2 CP3015;39;pstadi02.exe;pstadi02.se6;Pieza_prueba_Maxwell_2;.SPF
Adige LT9 CO2 CP3015;40;pstadi02.exe;pstadi02.se6;DXFPUNC0;.SPF
Adige LT9 CO2 CP3015;41;pstadi02.exe;pstadi02.se6;DXFPART7;.SPF
Adige LT9 CO2 CP3015;42;pstadi02.exe;pstadi02.se6;DXFPAR0105;.SPF
Adige LT9 CO2 CP3045 Vertical;43;pstadi02.exe;pstadi02.se7;Pieza_prueba_Maxwell;.SPF
Adige LT9 CO2 CP3045 Vertical;44;pstadi02.exe;pstadi02.se7;Pieza_prueba_Maxwell_2;.SPF
Adige LT9 CO2 CP3045 Vertical;45;pstadi02.exe;pstadi02.se7;DXFPART7;.SPF
Adige LT9 CO2 CP3045 Vertical;46;pstadi02.exe;pstadi02.se7;DXFPUNC0;.SPF
Adige LT9 CO2 CP3045 Vertical;47;pstadi02.exe;pstadi02.se7;DXFPAR0105;.SPF
Aidge LT9 Fiber CP3015;137;pstadi02.exe;pstadi02.se4;Pieza_prueba_Maxwell;.SPF
Aidge LT9 Fiber CP3015;138;pstadi02.exe;pstadi02.se4;DXFPART7;.SPF
Aidge LT9 Fiber CP3015;139;pstadi02.exe;pstadi02.se4;Pieza_prueba_Maxwell_2;.SPF
Aidge LT9 Fiber CP3015;140;pstadi02.exe;pstadi02.se4;DXFPUNC0;.SPF
Aidge LT9 Fiber CP3015;141;pstadi02.exe;pstadi02.se4;DXFPAR0105;.SPF
Adige LT9 Fiber CP3090 Vertical;48;pstadi02.exe;pstadi02.se5;Pieza_prueba_Maxwell;.SPF
Adige LT9 Fiber CP3090 Vertical;49;pstadi02.exe;pstadi02.se5;DXFPART7;.SPF
Adige LT9 Fiber CP3090 Vertical;50;pstadi02.exe;pstadi02.se5;Pieza_prueba_Maxwell_2;.SPF
Adige LT9 Fiber CP3090 Vertical;51;pstadi02.exe;pstadi02.se5;DXFPUNC0;.SPF
Adige LT9 Fiber CP3090 Vertical;52;pstadi02.exe;pstadi02.se5;DXFPAR0105;.SPF
Adige LTCombo CO2 3015;53;pstadi02.exe;pstadi02.se1;Pieza_prueba_Maxwell;.SPF
Adige LTCombo CO2 3015;54;pstadi02.exe;pstadi02.se1;DXFPART7;.SPF
Adige LTCombo CO2 3015;55;pstadi02.exe;pstadi02.se1;Pieza_prueba_Maxwell_2;.SPF
Adige LTCombo CO2 3015;56;pstadi02.exe;pstadi02.se1;DXFPUNC0;.SPF
Adige LTCombo CO2 3015;57;pstadi02.exe;pstadi02.se1;DXFPAR0105;.SPF
Adige Sala / Siemens 840D Vertical;62;pstadi02.exe;pstadi02.se2;Pieza_prueba_Maxwell;.SPF
Adige Sala / Siemens 840D Vertical;63;pstadi02.exe;pstadi02.se2;DXFPART7;.SPF
Adige Sala / Siemens 840D Vertical;64;pstadi02.exe;pstadi02.se2;Pieza_prueba_Maxwell_2;.SPF
Adige Sala / Siemens 840D Vertical;65;pstadi02.exe;pstadi02.se2;DXFPUNC0;.SPF
Adige Sala / Siemens 840D Vertical;66;pstadi02.exe;pstadi02.se2;DXFPAR0105;.SPF
Adige Sala / Siemens 840D;58;pstadi02.exe;2.se1;Pieza_prueba_Maxwell;.cnc
Adige Sala / Siemens 840D;59;pstadi02.exe;2.se1;DXFPART7;.cnc
Adige Sala / Siemens 840D;60;pstadi02.exe;2.se1;Pieza_prueba_Maxwell_2;.cnc
Adige Sala / Siemens 840D;61;pstadi02.exe;2.se1;DXFPAR0105;.cnc
Adira 3015 CCL (DC035);67;pstada01.exe;pstada01.seA;Pieza_prueba_Maxwell;.MPF
Adira 3015 CCL (DC035);68;pstada01.exe;pstada01.seA;Pieza_prueba_Maxwell_2;.MPF
Adira 3015 CCL (DC035);69;pstada01.exe;pstada01.seA;DXFPART7;.MPF
Adira 3015 CCL (DC035);70;pstada01.exe;pstada01.seA;DXFPUNC0;.MPF
Adira 3015 CCL (DC035);71;pstada01.exe;pstada01.seA;DXFPAR0105;.MPF
Adira BL 1530 (FL020);87;pstada01.exe;pstada01.seF;Pieza_prueba_Maxwell;.MPF
Adira BL 1530 (FL020);88;pstada01.exe;pstada01.seF;Pieza_prueba_Maxwell_2;.MPF
Adira BL 1530 (FL020);89;pstada01.exe;pstada01.seF;DXFPUNC0;.MPF
Adira BL 1530 (FL020);90;pstada01.exe;pstada01.seF;DXFPART7;.MPF
Adira BL 1530 (FL020);91;pstada01.exe;pstada01.seF;DXFPAR0105;.MPF
Adira BL 1530 (FL030);92;pstada01.exe;pstada01.se5;Pieza_prueba_Maxwell;.MPF
Adira BL 1530 (FL030);93;pstada01.exe;pstada01.se5;DXFPART7;.MPF
Adira BL 1530 (FL030);94;pstada01.exe;pstada01.se5;Pieza_prueba_Maxwell_2;.MPF
Adira BL 1530 (FL030);95;pstada01.exe;pstada01.se5;DXFPUNC0;.MPF
Adira BL 1530 (FL030);96;pstada01.exe;pstada01.se5;DXFPAR0105;.MPF
Adira BL 1530 (FL040);97;pstada01.exe;pstada01.se6;Pieza_prueba_Maxwell;.MPF
Adira BL 1530 (FL040);98;pstada01.exe;pstada01.se6;Pieza_prueba_Maxwell_2;.MPF
Adira BL 1530 (FL040);99;pstada01.exe;pstada01.se6;DXFPUNC0;.MPF
Adira BL 1530 (FL040);100;pstada01.exe;pstada01.se6;DXFPART7;.MPF
Adira BL 1530 (FL040);101;pstada01.exe;pstada01.se6;DXFPAR0105;.MPF
Adira Laser;132;pstada01.exe;pstada01.se1;Pieza_prueba_Maxwell;.MPF
Adira Laser;133;pstada01.exe;pstada01.se1;Pieza_prueba_Maxwell_2;.MPF
Adira Laser;134;pstada01.exe;pstada01.se1;DXFPART7;.MPF
Adira Laser;135;pstada01.exe;pstada01.se1;DXFPUNC0;.MPF
Adira Laser;136;pstada01.exe;pstada01.se1;DXFPAR0105;.MPF
Adira LF 3015 (FL020);122;pstada01.exe;pstada01.se2;Pieza_prueba_Maxwell;.MPF
Adira LF 3015 (FL020);123;pstada01.exe;pstada01.se2;Pieza_prueba_Maxwell_2;.MPF
Adira LF 3015 (FL020);124;pstada01.exe;pstada01.se2;DXFPART7;.MPF
Adira LF 3015 (FL020);125;pstada01.exe;pstada01.se2;DXFPUNC0;.MPF
Adira LF 3015 (FL020);126;pstada01.exe;pstada01.se2;DXFPAR0105;.MPF
Adira LF 4020 (5KW);127;pstada01.exe;5.se1;Pieza_prueba_Maxwell;.MPF
Adira LF 4020 (5KW);128;pstada01.exe;5.se1;Pieza_prueba_Maxwell_2;.MPF
Adira LF 4020 (5KW);129;pstada01.exe;5.se1;DXFPUNC0;.MPF
Adira LF 4020 (5KW);130;pstada01.exe;5.se1;DXFPART7;.MPF
Adira LF 4020 (5KW);131;pstada01.exe;5.se1;DXFPAR0105;.MPF
Ajan 2D;142;pstAja01.exe;pstAja01.se2;Pieza_prueba_Maxwell;.MPG
Ajan 2D;143;pstAja01.exe;pstAja01.se2;DXFPART7;.MPG
Ajan 2D;144;pstAja01.exe;pstAja01.se2;Pieza_prueba_Maxwell_2;.MPG
Ajan 2D;145;pstAja01.exe;pstAja01.se2;DXFPAR0105;.MPG
Ajan Bevel;146;pstAja01.exe;pstAja01.se1;Pieza_prueba_Maxwell;.MPG
Ajan Bevel;147;pstAja01.exe;pstAja01.se1;Pieza_prueba_Maxwell_2;.MPG
Ajan Bevel;148;pstAja01.exe;pstAja01.se1;DXFPART7;.MPG
Ajan Bevel;149;pstAja01.exe;pstAja01.se1;DXFPAR0105;.MPG
Ajan Plasma;150;pstAja01.exe;6.se2;Pieza_prueba_Maxwell;.MPG
Ajan Plasma;151;pstAja01.exe;6.se2;DXFPART7;.MPG
Ajan Plasma;152;pstAja01.exe;6.se2;Pieza_prueba_Maxwell_2;.MPG
Ajan Plasma;153;pstAja01.exe;6.se2;DXFPAR0105;.MPG
AKS Bevel/Hypertherm Phoenix 9.5;8;pstaks01.exe;pstaks01.se1;Pieza_prueba_Maxwell;.CNC
AKS Bevel/Hypertherm Phoenix 9.5;9;pstaks01.exe;pstaks01.se1;Pieza_prueba_Maxwell_2;.CNC
AKS Bevel/Hypertherm Phoenix 9.5;10;pstaks01.exe;pstaks01.se1;DXFPAR0105;.CNC
AKS Bevel/Hypertherm Phoenix 9.5;11;pstaks01.exe;pstaks01.se1;DXFPART7;.CNC
Akyapak APLG / Esa;162;pstaky18.exe;pstaky18.se1;Pieza_prueba_Maxwell;.PGM
Akyapak APLG / Esa;163;pstaky18.exe;pstaky18.se1;Pieza_prueba_Maxwell_2;.PGM
Akyapak APLG / Esa;164;pstaky18.exe;pstaky18.se1;DXFPART7;.PGM
Akyapak APLG / Esa;165;pstaky18.exe;pstaky18.se1;DXFPAR0105;.PGM
Akyapak ADOP / Esa;154;pstaky15.exe;pstaky15.se1;Pieza_prueba_Maxwell;.PGM
Akyapak ADOP / Esa;155;pstaky15.exe;pstaky15.se1;Pieza_prueba_Maxwell_2;.PGM
Akyapak ADOP / Esa;156;pstaky15.exe;pstaky15.se1;DXFPART7;.PGM
Akyapak ADOP / Esa;157;pstaky15.exe;pstaky15.se1;DXFPAR0105;.PGM
Akyapak ADOP / Mitsubishi;158;pstaky08.exe;pstaky08.se1;Pieza_prueba_Maxwell;.PRG
Akyapak ADOP / Mitsubishi;159;pstaky08.exe;pstaky08.se1;Pieza_prueba_Maxwell_2;.PRG
Akyapak ADOP / Mitsubishi;160;pstaky08.exe;pstaky08.se1;DXFPART7;.PRG
Akyapak ADOP / Mitsubishi;161;pstaky08.exe;pstaky08.se1;DXFPAR0105;.PRG
Akyapak Bevel Plasma V1/Esa;166;pstaky11.exe;pstaky11.se1;Pieza_prueba_Maxwell;.PGM
Akyapak Bevel Plasma V1/Esa;167;pstaky11.exe;pstaky11.se1;Pieza_prueba_Maxwell_2;.PGM
Akyapak Bevel Plasma V1/Esa;168;pstaky11.exe;pstaky11.se1;DXFPART7;.PGM
Akyapak Bevel Plasma V1/Esa;169;pstaky11.exe;pstaky11.se1;DXFPAR0105;.PGM
Alarsis Plasma;170;PstAlr02.exe;PstAlr02.se1;Pieza_prueba_Maxwell;.CNC
Alarsis Plasma;171;PstAlr02.exe;PstAlr02.se1;DXFPART7;.CNC
Alarsis Plasma;172;PstAlr02.exe;PstAlr02.se1;Pieza_prueba_Maxwell_2;.CNC
Alarsis Plasma;173;PstAlr02.exe;PstAlr02.se1;DXFPAR0105;.CNC
Alfalaser 2D 1500W;174;pstala01.exe;pstala01.se4;Pieza_prueba_Maxwell;.nc
Alfalaser 2D 1500W;175;pstala01.exe;pstala01.se4;Pieza_prueba_Maxwell_2;.nc
Alfalaser 2D 1500W;176;pstala01.exe;pstala01.se4;DXFPUNC0;.nc
Alfalaser 2D 1500W;177;pstala01.exe;pstala01.se4;DXFPAR0105;.nc
Amada AC255NT;181;pstama02.exe;7.se9;Pieza_prueba_Maxwell_2;.VNC
Amada AC255NT;182;pstama02.exe;7.se9;DXFPART7;.VNC
Amada AC255NT;183;pstama02.exe;7.se9;DXFPAR0105;.VNC
AMADA APELIO 357 II / FANUC;20;pstama04.exe;Pstama04.se1;Pieza_prueba_Maxwell;.GCD
AMADA APELIO 357 II / FANUC;21;pstama04.exe;Pstama04.se1;DXFPART7;.GCD
AMADA APELIO 357 II / FANUC;22;pstama04.exe;Pstama04.se1;DXFPUNC0;.GCD
AMADA APELIO 357 II / FANUC;23;pstama04.exe;Pstama04.se1;Pieza_prueba_Maxwell_2;.GCD
AMADA APELIO 357 II / FANUC;24;pstama04.exe;Pstama04.se1;DXFPAR0105;.GCD
AMADA APELIO 357 II / FANUC 2;25;pstama04.exe;8.se1;Pieza_prueba_Maxwell;.dpl
AMADA APELIO 357 II / FANUC 2;26;pstama04.exe;8.se1;DXFPUNC0;.dpl
AMADA APELIO 357 II / FANUC 2;27;pstama04.exe;8.se1;DXFPART7;.dpl
AMADA APELIO 357 II / FANUC 2;28;pstama04.exe;8.se1;Pieza_prueba_Maxwell_2;.dpl
AMADA APELIO 357 II / FANUC 2;29;pstama04.exe;8.se1;DXFPAR0105;.dpl
Amada Aries 245 / METREX;184;pstama02.exe;9.se2;Pieza_prueba_Maxwell_2;.ncp
Amada Aries 245 / METREX;185;pstama02.exe;9.se2;DXFPAR0105;.ncp
Amada Aries 245 / METREX;186;pstama02.exe;9.se2;DXFPART7;.ncp
Amada Coma 557 CN/Fanuc 200B;187;pstama02.exe;pstama02.se5;Pieza_prueba_Maxwell_2;.GCD
Amada Coma 557 CN/Fanuc 200B;188;pstama02.exe;pstama02.se5;DXFPAR0105;.GCD
Amada Coma 557 CN/Fanuc 200B;189;pstama02.exe;pstama02.se5;DXFPART7;.GCD
Amada Coma 567 CN/Fanuc 200B;190;pstama02.exe;pstama02.se3;DXFPART7;.gcd
Amada Coma 567 CN/Fanuc 200B 2;191;pstama02.exe;A.se3;Pieza_prueba_Maxwell_2;.CNC
Amada Coma 567 CN/Fanuc 200B 2;192;pstama02.exe;A.se3;DXFPART7;.CNC
Amada Coma 567 CN/Fanuc 200B 2;193;pstama02.exe;A.se3;DXFPAR0105;.CNC
Amada EMZ;197;pstama05.exe;Pstama05.se1;Pieza_prueba_Maxwell_2;.NC
Amada EMZ;198;pstama05.exe;Pstama05.se1;DXFPAR0105;.NC
Amada EMZ;199;pstama05.exe;Pstama05.se1;DXFPART7;.NC
Amada Fiber Ensis 3015AJ;205;pstama03.exe;pstama03.se4;Pieza_prueba_Maxwell;.NC
Amada Fiber Ensis 3015AJ;206;pstama03.exe;pstama03.se4;DXFPART7;.NC
Amada Fiber Ensis 3015AJ;207;pstama03.exe;pstama03.se4;Pieza_prueba_Maxwell_2;.NC
Amada Fiber Ensis 3015AJ;208;pstama03.exe;pstama03.se4;DXFPUNC0;.NC
Amada Fiber Ensis 3015AJ;209;pstama03.exe;pstama03.se4;DXFPAR0105;.NC
Amada FLC3015 AJ Fiber 2kw;200;pstama03.exe;B.se4;Pieza_prueba_Maxwell;.NC
Amada FLC3015 AJ Fiber 2kw;201;pstama03.exe;B.se4;DXFPART7;.NC
Amada FLC3015 AJ Fiber 2kw;202;pstama03.exe;B.se4;Pieza_prueba_Maxwell_2;.NC
Amada FLC3015 AJ Fiber 2kw;203;pstama03.exe;B.se4;DXFPUNC0;.NC
Amada FLC3015 AJ Fiber 2kw;204;pstama03.exe;B.se4;DXFPAR0105;.NC
Amada Laser 667-II Cut-Punch / Fanuc;249;pstama01.exe;pstama01.se1;Pieza_prueba_Maxwell;.GCD
Amada Laser 667-II Cut-Punch / Fanuc;250;pstama01.exe;pstama01.se1;DXFPUNC0;.GCD
Amada Laser 667-II Cut-Punch / Fanuc;251;pstama01.exe;pstama01.se1;DXFPART7;.GCD
Amada Laser 667-II Cut-Punch / Fanuc;252;pstama01.exe;pstama01.se1;Pieza_prueba_Maxwell_2;.GCD
Amada Laser 667-II Cut-Punch / Fanuc;253;pstama01.exe;pstama01.se1;DXFPAR0105;.GCD
Amada Laser 667-II / Fanuc;245;pstama01.exe;C.se1;Pieza_prueba_Maxwell;.DIN
Amada Laser 667-II / Fanuc;246;pstama01.exe;C.se1;DXFPART7;.DIN
Amada Laser 667-II / Fanuc;247;pstama01.exe;C.se1;DXFPAR0105;.DIN
Amada Laser 667-II / Fanuc;248;pstama01.exe;C.se1;Pieza_prueba_Maxwell_2;.DIN
Amada LC-1212-ALPHA II;210;pstama03.exe;pstama03.se1;Pieza_prueba_Maxwell;.GCD
Amada LC-1212-ALPHA II;211;pstama03.exe;pstama03.se1;Pieza_prueba_Maxwell_2;.GCD
Amada LC-1212-ALPHA II;212;pstama03.exe;pstama03.se1;DXFPUNC0;.GCD
Amada LC-1212-ALPHA II;213;pstama03.exe;pstama03.se1;DXFPART7;.GCD
Amada LC-1212-ALPHA II;214;pstama03.exe;pstama03.se1;DXFPAR0105;.GCD
Amada LC-2415-ALPHA II;215;pstama03.exe;pstama03.se3;Pieza_prueba_Maxwell;.NC
Amada LC-2415-ALPHA II;216;pstama03.exe;pstama03.se3;DXFPART7;.NC
Amada LC-2415-ALPHA II;217;pstama03.exe;pstama03.se3;DXFPUNC0;.NC
Amada LC-2415-ALPHA II;218;pstama03.exe;pstama03.se3;Pieza_prueba_Maxwell_2;.NC
Amada LC-2415-ALPHA II;219;pstama03.exe;pstama03.se3;DXFPAR0105;.NC
Amada LC-2415-ALPHA III;220;pstama03.exe;D.se3;Pieza_prueba_Maxwell;.NC
Amada LC-2415-ALPHA III;221;pstama03.exe;D.se3;Pieza_prueba_Maxwell_2;.NC
Amada LC-2415-ALPHA III;222;pstama03.exe;D.se3;DXFPART7;.NC
Amada LC-2415-ALPHA III;223;pstama03.exe;D.se3;DXFPUNC0;.NC
Amada LC-2415-ALPHA III;224;pstama03.exe;D.se3;DXFPAR0105;.NC
Amada LC-3015 X1 LT;225;pstama08.exe;pstama08.se1;Pieza_prueba_Maxwell;.nc
Amada LC-3015 X1 LT;226;pstama08.exe;pstama08.se1;DXFPUNC0;.nc
Amada LC-3015 X1 LT;227;pstama08.exe;pstama08.se1;Pieza_prueba_Maxwell_2;.nc
Amada LC-3015 X1 LT;228;pstama08.exe;pstama08.se1;DXFPART7;.nc
Amada LC-3015 X1 LT;229;pstama08.exe;pstama08.se1;DXFPAR0105;.nc
Amada LC-3015-FO 3.5KW;235;pstama03.exe;E.se4;Pieza_prueba_Maxwell;.NC
Amada LC-3015-FO 3.5KW;236;pstama03.exe;E.se4;Pieza_prueba_Maxwell_2;.NC
Amada LC-3015-FO 3.5KW;237;pstama03.exe;E.se4;DXFPUNC0;.NC
Amada LC-3015-FO 3.5KW;238;pstama03.exe;E.se4;DXFPART7;.NC
Amada LC-3015-FO 3.5KW;239;pstama03.exe;E.se4;DXFPAR0105;.NC
Amada LC-3015-FO;230;pstama03.exe;F.se4;Pieza_prueba_Maxwell;.LCD
Amada LC-3015-FO;231;pstama03.exe;F.se4;Pieza_prueba_Maxwell_2;.LCD
Amada LC-3015-FO;232;pstama03.exe;F.se4;DXFPART7;.LCD
Amada LC-3015-FO;233;pstama03.exe;F.se4;DXFPUNC0;.LCD
Amada LC-3015-FO;234;pstama03.exe;F.se4;DXFPAR0105;.LCD
Amada LCG 3015 CO2 3.5KW;240;pstama03.exe;G.se4;Pieza_prueba_Maxwell;.NC
Amada LCG 3015 CO2 3.5KW;241;pstama03.exe;G.se4;Pieza_prueba_Maxwell_2;.NC
Amada LCG 3015 CO2 3.5KW;242;pstama03.exe;G.se4;DXFPART7;.NC
Amada LCG 3015 CO2 3.5KW;243;pstama03.exe;G.se4;DXFPUNC0;.NC
Amada LCG 3015 CO2 3.5KW;244;pstama03.exe;G.se4;DXFPAR0105;.NC
Amada Octo 334 / Fanuc 6M;254;pstama02.exe;pstama02.seA;Pieza_prueba_Maxwell_2;.TXT
Amada Octo 334 / Fanuc 6M;255;pstama02.exe;pstama02.seA;DXFPART7;.TXT
Amada Octo 334 / Fanuc 6M;256;pstama02.exe;pstama02.seA;DXFPAR0105;.TXT
Amada Pega 367/Fanuc;260;pstama02.exe;I.se6;Pieza_prueba_Maxwell_2;.CNC
Amada Pega 367/Fanuc;261;pstama02.exe;I.se6;DXFPART7;.CNC
Amada Pega 367/Fanuc;262;pstama02.exe;I.se6;DXFPAR0105;.CNC
Amada Pega 367/Fanuc 2;263;pstama02.exe;J.se6;Pieza_prueba_Maxwell_2;
Amada Pega 367/Fanuc 2;264;pstama02.exe;J.se6;DXFPART7;
Amada Pega 367/Fanuc 2;265;pstama02.exe;J.se6;DXFPAR0105;
Amada Quattro;266;pstama03.exe;K.se4;Pieza_prueba_Maxwell;.txt
Amada Quattro;267;pstama03.exe;K.se4;Pieza_prueba_Maxwell_2;.txt
Amada Quattro;268;pstama03.exe;K.se4;DXFPUNC0;.txt
Amada Quattro;269;pstama03.exe;K.se4;DXFPART7;.txt
Amada Quattro;270;pstama03.exe;K.se4;DXFPAR0105;.txt
Amada Quattro 2;271;pstama03.exe;L.se4;Pieza_prueba_Maxwell;.txt
Amada Quattro 2;272;pstama03.exe;L.se4;Pieza_prueba_Maxwell_2;.txt
Amada Quattro 2;273;pstama03.exe;L.se4;DXFPART7;.txt
Amada Quattro 2;274;pstama03.exe;L.se4;DXFPUNC0;.txt
Amada Quattro 2;275;pstama03.exe;L.se4;DXFPAR0105;.txt
Amada Vipros 2510 King;276;pstama02.exe;pstama02.se8;Pieza_prueba_Maxwell_2;.NC
Amada Vipros 2510 King;277;pstama02.exe;pstama02.se8;DXFPART7;.NC
Amada Vipros 2510 King;278;pstama02.exe;pstama02.se8;DXFPAR0105;.NC
Amada Vipros 358 King / Fanuc 04PC;279;pstama02.exe;M.se8;Pieza_prueba_Maxwell_2;.GCD
Amada Vipros 358 King / Fanuc 04PC;280;pstama02.exe;M.se8;DXFPAR0105;.GCD
Amada Vipros 358 King / Fanuc 04PC;281;pstama02.exe;M.se8;DXFPART7;.GCD
Arpel FC4020;282;pstarp02.exe;pstarp02.se1;Pieza_prueba_Maxwell;.tap
Arpel FC4020;283;pstarp02.exe;pstarp02.se1;Pieza_prueba_Maxwell_2;.tap
Arpel FC4020;284;pstarp02.exe;pstarp02.se1;DXFPART7;.tap
Arpel FC4020;285;pstarp02.exe;pstarp02.se1;DXFPAR0105;.tap
Arpel WaterJet;286;pstarp01.exe;pstarp01.se1;Pieza_prueba_Maxwell;.CNC
Arpel WaterJet;287;pstarp01.exe;pstarp01.se1;DXFPART7;.CNC
Arpel WaterJet;288;pstarp01.exe;pstarp01.se1;Pieza_prueba_Maxwell_2;.CNC
Arpel WaterJet;289;pstarp01.exe;pstarp01.se1;DXFPUNC0;.CNC
Arpel WaterJet;290;pstarp01.exe;pstarp01.se1;DXFPAR0105;.CNC
Astrida VT-300 / Fanuc;291;pstjfy01.exe;pstjfy01.se1;DXFPART7;.txt
Atom Knife Cutter;292;PSTATO01.exe;PSTATO01.SE1;Pieza_prueba_Maxwell;.DIE
Atom Knife Cutter;293;PSTATO01.exe;PSTATO01.SE1;DXFPART7;.DIE
Atom Knife Cutter;294;PSTATO01.exe;PSTATO01.SE1;Pieza_prueba_Maxwell_2;.DIE
Atom Knife Cutter;295;PSTATO01.exe;PSTATO01.SE1;DXFPAR0105;.DIE
Balliu Laser / Sinumerik 840D;317;pstbal03.exe;pstbal03.se1;Pieza_prueba_Maxwell;.mpf
Balliu Laser / Sinumerik 840D;318;pstbal03.exe;pstbal03.se1;Pieza_prueba_Maxwell_2;.mpf
Balliu Laser / Sinumerik 840D;319;pstbal03.exe;pstbal03.se1;DXFPUNC0;.mpf
Balliu Laser / Sinumerik 840D;320;pstbal03.exe;pstbal03.se1;DXFPAR0105;.mpf
Bambozzi / Mach3;321;pstmch01.exe;pstmch01.se1;Pieza_prueba_Maxwell;.NC
Bambozzi / Mach3;322;pstmch01.exe;pstmch01.se1;Pieza_prueba_Maxwell_2;.NC
Bambozzi / Mach3;323;pstmch01.exe;pstmch01.se1;DXFPAR0105;.NC
Bambozzi / Mach3;324;pstmch01.exe;pstmch01.se1;DXFPART7;.NC
Baykal Laser / Siemens;325;pstbay05.exe;1.se1;Pieza_prueba_Maxwell;.MPF
Baykal Laser / Siemens;326;pstbay05.exe;1.se1;Pieza_prueba_Maxwell_2;.MPF
Baykal Laser / Siemens;327;pstbay05.exe;1.se1;DXFPART7;.MPF
Baykal Laser / Siemens;328;pstbay05.exe;1.se1;DXFPUNC0;.MPF
Baykal Laser / Siemens;329;pstbay05.exe;1.se1;DXFPAR0105;.MPF
Baykal NEO II / Beckhoff;330;PstBay15.exe;PstBay15.se1;Pieza_prueba_Maxwell;.NC
Baykal NEO II / Beckhoff;331;PstBay15.exe;PstBay15.se1;DXFPUNC0;.NC
Baykal NEO II / Beckhoff;332;PstBay15.exe;PstBay15.se1;Pieza_prueba_Maxwell_2;.NC
Baykal NEO II / Beckhoff;333;PstBay15.exe;PstBay15.se1;DXFPART7;.NC
Baykal NEO II / Beckhoff;334;PstBay15.exe;PstBay15.se1;DXFPAR0105;.NC
Baykal Plasma / Microedge;339;PstBay04.exe;PstBay04.se1;Pieza_prueba_Maxwell;.PRG
Baykal Plasma / Microedge;340;PstBay04.exe;PstBay04.se1;Pieza_prueba_Maxwell_2;.PRG
Baykal Plasma / Microedge;341;PstBay04.exe;PstBay04.se1;DXFPART7;.PRG
Baykal Plasma / Microedge;342;PstBay04.exe;PstBay04.se1;DXFPAR0105;.PRG
Baykal Plasma / Tecnos Bevel;347;pstbay01.exe;pstbay01.se1;Pieza_prueba_Maxwell;.PRG
Baykal Plasma / Tecnos Bevel;348;pstbay01.exe;pstbay01.se1;DXFPAR0105;.PRG
Baykal Plasma / Tecnos Bevel;349;pstbay01.exe;pstbay01.se1;Pieza_prueba_Maxwell_2;.PRG
Baykal Plasma / Tecnos;343;pstbay01.exe;N.se1;Pieza_prueba_Maxwell;.PRG
Baykal Plasma / Tecnos;344;pstbay01.exe;N.se1;DXFPART7;.PRG
Baykal Plasma / Tecnos;345;pstbay01.exe;N.se1;Pieza_prueba_Maxwell_2;.PRG
Baykal Plasma / Tecnos;346;pstbay01.exe;N.se1;DXFPAR0105;.PRG
Baykal Turret Punch Press / Bosch;350;PstBay07.exe;PstBay07.se1;Pieza_prueba_Maxwell_2;.ZNC
Baykal Turret Punch Press / Bosch;351;PstBay07.exe;PstBay07.se1;DXFPART7;.ZNC
Baykal Turret Punch Press / Bosch;352;PstBay07.exe;PstBay07.se1;DXFPAR0105;.ZNC
Behrens CB625 / IBH;354;pstbeh03.exe;pstbeh03.se1;Pieza_prueba_Maxwell;
Behrens CB625 / IBH;355;pstbeh03.exe;pstbeh03.se1;DXFPART7;
Behrens CB625 / IBH;356;pstbeh03.exe;pstbeh03.se1;Pieza_prueba_Maxwell_2;
Behrens CB625 / IBH;357;pstbeh03.exe;pstbeh03.se1;DXFPUNC0;
